,path,name,0-1,1-1,2-1,3-1,4-1,5-1,6-1,7-1
43,chair/train/chair_0311_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0311_SMPLER,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
44,chair/train/chair_0578_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0578_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
45,chair/train/chair_0826_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0826_SMPLER,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
46,chair/train/chair_0187_SMPLER_centered_scaled_remeshing_iso_iter3,chair_0187_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
47,chair/train/chair_0487_SMPLER_centered_scaled_remeshing_iso_iter4,chair_0487_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
48,chair/train/chair_0600_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0600_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
49,chair/train/chair_0754_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0754_SMPLER,0.0,0.69,0.31,0.0,0.0,0.0,0.0,0.0
50,chair/train/chair_0431_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0431_SMPLER,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
51,chair/train/chair_0573_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0573_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
52,chair/train/chair_0249_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0249_SMPLER,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
53,chair/train/chair_0755_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0755_SMPLER,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
54,chair/train/chair_0062_SMPLER_centered_scaled_remeshing_iso_iter9,chair_0062_SMPLER,0.0,0.31,0.69,0.0,0.0,0.0,0.0,0.0
55,chair/train/chair_0866_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0866_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
