,path,name,0-1,1-1,2-1,3-1,4-1,5-1,6-1,7-1,0-2,1-2,2-2,3-2,4-2,5-2,6-2,7-2
10,dresser/test/dresser_0252_SMPLER_centered_scaled_remeshing_iso_iter14,dresser_0252_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
11,dresser/train/dresser_0065_SMPLER_centered_scaled_remeshing_iso_iter7,dresser_0065_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
12,dresser/train/dresser_0112_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0112_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
13,dresser/train/dresser_0164_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0164_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
14,dresser/train/dresser_0143_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0143_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
15,dresser/train/dresser_0016_SMPLER_centered_scaled_remeshing_iso_iter6,dresser_0016_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
16,dresser/test/dresser_0236_SMPLER_centered_scaled_remeshing_iso_iter6,dresser_0236_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
17,dresser/train/dresser_0085_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0085_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
18,dresser/test/dresser_0279_SMPLER_centered_scaled_remeshing_iso_iter15,dresser_0279_SMPLER,0.64,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,dresser/train/dresser_0191_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0191_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
20,dresser/test/dresser_0254_SMPLER_centered_scaled_remeshing_iso_iter11,dresser_0254_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
21,dresser/train/dresser_0060_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0060_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
22,dresser/train/dresser_0144_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0144_SMPLER,0.0,0.0,0.0,0.5,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.0,0.0,0.0
23,dresser/train/dresser_0126_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0126_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
24,dresser/train/dresser_0117_SMPLER_centered_scaled_remeshing_iso_iter7,dresser_0117_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
25,dresser/train/dresser_0187_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0187_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
26,dresser/train/dresser_0071_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0071_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
27,dresser/train/dresser_0058_SMPLER_centered_scaled_remeshing_iso_iter11,dresser_0058_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
28,dresser/test/dresser_0275_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0275_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
29,dresser/train/dresser_0131_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0131_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
30,dresser/train/dresser_0036_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0036_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
31,dresser/train/dresser_0118_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0118_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
32,dresser/train/dresser_0020_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0020_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
33,dresser/test/dresser_0266_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0266_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
34,dresser/train/dresser_0037_SMPLER_centered_scaled_remeshing_iso_iter10,dresser_0037_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
35,dresser/test/dresser_0264_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0264_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
36,dresser/train/dresser_0035_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0035_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
37,dresser/train/dresser_0132_SMPLER_centered_scaled_remeshing_iso_iter9,dresser_0132_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
38,dresser/train/dresser_0151_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0151_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
39,dresser/test/dresser_0282_SMPLER_centered_scaled_remeshing_iso_iter6,dresser_0282_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
40,dresser/train/dresser_0032_SMPLER_centered_scaled_remeshing_iso_iter7,dresser_0032_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
41,dresser/train/dresser_0184_SMPLER_centered_scaled_remeshing_iso_iter15,dresser_0184_SMPLER,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0
42,dresser/test/dresser_0283_SMPLER_centered_scaled_remeshing_iso_iter10,dresser_0283_SMPLER,0.0,0.0,0.0,0.5,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.0,0.0,0.0
43,dresser/train/dresser_0173_SMPLER_centered_scaled_remeshing_iso_iter8,dresser_0173_SMPLER,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23
